,index,value
0,Annualised return,0.1477555131027162
1,Annualised volatility,0.2379084930067407
2,Sharpe ratio,0.6204573413765694
3,Sortino ratio,0.920708846263029
4,Adjusted sortino,0.6510394686910302
5,Skew,0.5599408846756274
6,Kurtosis,9.684754581732744
7,Max drawdown,-0.4289457034205362
8,GPR,0.12186468412259677
9,Calmar ratio,0.29618706031805736
10,Pay-off ratio,0.9795385674801776
