,index,value
0,Annualised return,0.06735444793979514
1,Annualised volatility,0.04786694843633121
2,Sharpe ratio,1.407564983619273
3,Sortino ratio,2.041848507953506
4,Adjusted sortino,1.443804926129558
5,Skew,-0.383413915141484
6,Kurtosis,3.888617002179366
7,Max drawdown,-0.06974734437550423
8,GPR,0.2726647204210644
9,Calmar ratio,0.9809078929155594
10,Pay-off ratio,1.003949588836557
