,index,value
0,Annualised return,0.15230021492272758
1,Annualised volatility,0.2131661759830281
2,Sharpe ratio,0.714268697763648
3,Sortino ratio,0.9785690305833147
4,Adjusted sortino,0.6919527973846078
5,Skew,-0.8519593527204751
6,Kurtosis,17.159238167364485
7,Max drawdown,-0.40639868019877334
8,GPR,0.1454947050312051
9,Calmar ratio,0.3398708560189372
10,Pay-off ratio,0.8896890054526075
