,index,value
0,Annualised return,0.17959223481266195
1,Annualised volatility,0.14535866709938616
2,Sharpe ratio,1.2353639599559258
3,Sortino ratio,1.7464892271091774
4,Adjusted sortino,1.2349543757581516
5,Skew,-0.6067429873922807
6,Kurtosis,7.318752421726698
7,Max drawdown,-0.20922429539987863
8,GPR,0.24392221448177095
9,Calmar ratio,0.8798172809928599
10,Pay-off ratio,0.9258739210063183
