,index,value
0,Annualised return,0.14078996155129775
1,Annualised volatility,0.17465415021656264
2,Sharpe ratio,0.8066034408848126
3,Sortino ratio,1.1158053879826746
4,Adjusted sortino,0.7889935563270358
5,Skew,-0.7011921377511974
6,Kurtosis,6.187125165445864
7,Max drawdown,-0.23926521187003014
8,GPR,0.15035235000936273
9,Calmar ratio,0.5584829720904146
10,Pay-off ratio,0.9509884965216838
