,index,value
0,Annualised return,0.19907990955781027
1,Annualised volatility,0.17071835305261576
2,Sharpe ratio,1.1666168741593876
3,Sortino ratio,1.6501347643158524
4,Adjusted sortino,1.1668214817194045
5,Skew,-0.4603427600323588
6,Kurtosis,14.979637158558077
7,Max drawdown,-0.25131241426121687
8,GPR,0.2365262136070845
9,Calmar ratio,0.8058427281056583
10,Pay-off ratio,0.9526476603423595
