Date,Open,High,Low,Close,Volume,SPY R
23/02/2010,110.86,111.2,109.52,109.81,207496928,-0.012144656
24/02/2010,110.14,111,109.86,110.82,176350608,0.009197705
25/02/2010,109.24,110.75,108.94,110.67,259634688,-0.001353546
26/02/2010,110.77,111.12,110.11,110.74,173589232,0.000632511
01/03/2010,111.2,112,111.17,111.89,147709648,0.010384685
02/03/2010,112.37,112.74,112,112.2,160992384,0.002770578
03/03/2010,112.49,112.97,112.02,112.3,150784944,0.000891266
04/03/2010,112.45,112.8,112.03,112.64,135770352,0.003027605
05/03/2010,113.37,114.34,113.1,114.25,176118768,0.014293324
08/03/2010,114.26,114.52,114.07,114.27,114631136,0.000175055
09/03/2010,113.93,114.99,113.87,114.46,154556672,0.001662729
10/03/2010,114.51,115.28,114.41,114.97,186088800,0.004455705
11/03/2010,114.7,115.48,114.35,115.45,160875840,0.004175002
12/03/2010,115.95,115.97,115.14,115.46,162074768,8.66176E-05
15/03/2010,115.26,115.58,114.6,115.49,146816800,0.00025983
16/03/2010,115.81,116.52,115.49,116.41,168672992,0.007966058
17/03/2010,116.76,117.48,116.42,117.1,177468080,0.005927326
18/03/2010,117.11,117.27,116.57,117.04,196509040,-0.000512383
19/03/2010,116.96,117.29,115.52,115.97,226641104,-0.009142174
22/03/2010,115.31,116.8,115.24,116.59,184477712,0.00534621
23/03/2010,116.76,117.51,116.38,117.41,182941552,0.007033193
24/03/2010,116.97,117.43,115.58,116.84,196183312,-0.004854782
25/03/2010,117.63,118.17,116.51,116.65,223396256,-0.001626155
26/03/2010,116.87,117.42,116.12,116.58,205808496,-0.000600086
29/03/2010,117.17,117.53,116.69,117.32,134513504,0.006347572
30/03/2010,117.46,117.83,116.91,117.4,145772400,0.000681896
31/03/2010,116.95,117.52,116.61,117,161078672,-0.003407155
01/04/2010,117.8,118.25,117.1,117.8,161215168,0.006837607
05/04/2010,118.25,118.84,117.92,118.76,105847600,0.008149406
06/04/2010,118.42,119.25,118.29,119.04,110384144,0.002357696
07/04/2010,118.8,119.36,117.81,118.36,184576304,-0.005712366
08/04/2010,117.95,118.97,117.6,118.77,158703984,0.003464008
09/04/2010,119.02,119.6,118.8,119.55,133006496,0.006567315
12/04/2010,119.7,120.05,119.56,119.74,110278928,0.001589293
13/04/2010,119.62,120.04,119,119.83,125125040,0.000751629
14/04/2010,120.27,121.19,120.08,121.19,161608992,0.011349412
15/04/2010,120.99,121.57,120.95,121.29,144615232,0.000825151
16/04/2010,120.86,121.29,118.75,119.36,366879712,-0.015912276
19/04/2010,119.01,119.93,118.47,119.81,217947760,0.003770107
20/04/2010,120.56,120.98,119.87,120.88,157707936,0.008930807
21/04/2010,120.95,121.23,119.99,120.66,192910080,-0.001819987
22/04/2010,119.81,121.17,119.12,121.02,239188576,0.00298359
23/04/2010,120.94,121.86,120.63,121.81,177335424,0.006527847
26/04/2010,121.85,122.12,121.23,121.35,143457216,-0.003776373
27/04/2010,120.65,121.33,118.25,118.48,355853760,-0.023650597
28/04/2010,119.05,119.68,118.27,119.38,300677600,0.007596219
29/04/2010,120.1,121.11,120.07,120.86,193774912,0.012397386
30/04/2010,120.88,121.01,118.78,118.81,270000864,-0.016961774
03/05/2010,119.38,120.68,119.2,120.35,182747824,0.012961872
04/05/2010,119.01,119.03,116.92,117.52,360353376,-0.023514749
05/05/2010,116.56,117.8,115.97,116.82,328973152,-0.005956433
06/05/2010,116.26,117,105,112.94,647356544,-0.033213491
07/05/2010,112.64,113.77,109.41,111.26,637558720,-0.014875155
10/05/2010,115.81,116.65,114.91,116.16,396159552,0.044040985
11/05/2010,115.07,117.36,114.91,115.83,317849696,-0.002840909
12/05/2010,116.29,117.62,116.09,117.45,235607024,0.013986014
13/05/2010,117.13,117.68,115.89,115.99,234456096,-0.012430822
14/05/2010,115.12,115.33,112.87,113.89,345602048,-0.018105009
17/05/2010,114.2,114.52,111.77,113.95,325944000,0.000526824
18/05/2010,114.88,115.22,112.03,112.4,360595872,-0.013602457
19/05/2010,111.77,112.77,110.36,111.76,394759520,-0.00569395
20/05/2010,109.38,109.89,107.47,107.54,530423616,-0.037759485
21/05/2010,105.91,109.38,105.36,109.12,500909344,0.014692208
24/05/2010,108.52,109.39,107.61,107.71,269823008,-0.012921554
25/05/2010,105.11,107.87,104.38,107.82,396505120,0.001021261
26/05/2010,108.48,109.47,106.85,107.17,349719264,-0.006028566
27/05/2010,109.19,110.8,108.78,110.76,300870464,0.03349818
28/05/2010,110.64,110.72,108.85,109.37,297933440,-0.012549657
01/06/2010,108.35,109.95,107.37,107.53,277909376,-0.016823626
02/06/2010,108.08,110.34,107.51,110.33,240243648,0.026039245
03/06/2010,110.65,111.06,109.58,110.71,226618256,0.003444213
04/06/2010,108.61,109.33,106.47,106.82,398475552,-0.035136844
07/06/2010,107.2,107.61,105.41,105.49,264609056,-0.012450852
08/06/2010,105.57,106.83,104.65,106.62,357774304,0.010711916
09/06/2010,107.24,108.28,105.6,106.05,268023248,-0.005346089
10/06/2010,107.86,109.28,106.04,109.15,317890592,0.029231495
11/06/2010,108.19,109.75,108.12,109.68,214128112,0.004855703
14/06/2010,110.52,111.12,109.4,109.51,207196000,-0.001549964
15/06/2010,110.28,112.1,110.09,112,238268656,0.02273765
16/06/2010,111.42,112.42,111.2,111.96,216373920,-0.000357143
17/06/2010,112.28,112.33,111.05,112.14,263185744,0.001607717
18/06/2010,111.83,112.13,111.37,111.73,174006544,-0.003656144
21/06/2010,113.12,113.2,110.79,111.41,213140640,-0.002864047
22/06/2010,111.41,111.9,109.41,109.57,239355312,-0.016515573
23/06/2010,109.64,110.03,108.48,109.23,254698720,-0.003103039
24/06/2010,108.69,108.83,107.14,107.42,268692064,-0.016570539
25/06/2010,107.74,108.42,106.77,107.87,238726464,0.004189164
28/06/2010,108.03,108.32,107.14,107.53,169333232,-0.003151942
29/06/2010,106.02,107.51,103.55,104.21,373760416,-0.030875105
30/06/2010,103.92,104.88,102.88,103.22,284101664,-0.009500048
01/07/2010,103.15,103.49,101.13,102.76,382924768,-0.004456501
02/07/2010,103.11,103.42,101.62,102.2,233385152,-0.005449591
06/07/2010,103.64,104.37,101.88,102.87,256936432,0.006555773
07/07/2010,103.13,106.24,103.02,106.11,253769696,0.031496063
08/07/2010,107,107.28,105.91,107.16,210842048,0.009895392
09/07/2010,107.13,107.97,106.93,107.96,144999856,0.007465472
12/07/2010,107.6,108.24,107.15,108.03,131283536,0.000648388
13/07/2010,109.15,110.09,108.93,109.66,213025888,0.015088401
14/07/2010,109.31,110.08,108.86,109.65,184426720,-9.1191E-05
15/07/2010,109.61,110.06,108.17,109.68,232337888,0.000273598
16/07/2010,109.09,109.21,106.45,106.66,282693312,-0.027534646
19/07/2010,107.05,107.63,106.22,107.29,186708976,0.005906619
20/07/2010,105.87,108.56,105.82,108.48,258162304,0.011091434
21/07/2010,109.04,109.07,106.63,107.07,264526944,-0.012997788
22/07/2010,108.34,109.94,108.33,109.46,274781280,0.022321846
23/07/2010,109.24,110.57,108.93,110.41,222020784,0.008678969
26/07/2010,110.6,111.67,110.29,111.56,151953712,0.010415723
27/07/2010,112.17,112.29,111.11,111.55,204855536,-8.96379E-05
28/07/2010,111.32,111.66,110.46,110.83,163056176,-0.006454505
29/07/2010,111.52,111.82,109.41,110.29,220149024,-0.004872327
30/07/2010,109.17,110.86,108.98,110.27,220070528,-0.00018134
02/08/2010,111.99,112.94,111.54,112.76,188263200,0.022580938
03/08/2010,112.48,112.77,111.85,112.22,146657248,-0.004788932
04/08/2010,112.53,113.11,112.16,112.97,158171632,0.006683301
05/08/2010,112.25,112.91,112.08,112.85,140473728,-0.001062229
06/08/2010,111.74,112.57,110.92,112.39,239728272,-0.004076207
09/08/2010,112.92,113.18,112.32,112.99,120800384,0.005338553
10/08/2010,112.03,112.98,111.37,112.38,242916208,-0.005398708
11/08/2010,110.65,110.69,109.12,109.3,273408192,-0.027407012
12/08/2010,107.65,109.02,107.6,108.63,239542544,-0.006129918
13/08/2010,108.29,108.96,108.18,108.31,158698480,-0.002945779
16/08/2010,107.57,108.61,107.18,108.26,147895280,-0.000461638
17/08/2010,109.19,110.39,108.88,109.59,172270224,0.012285239
18/08/2010,109.54,110.38,108.91,109.79,182922048,0.001824984
19/08/2010,109.22,109.49,107.43,107.88,265847584,-0.017396849
20/08/2010,107.56,107.94,106.75,107.53,209714144,-0.003244346
23/08/2010,108.04,108.57,107.07,107.12,163490256,-0.003812889
24/08/2010,105.95,106.39,104.97,105.53,280795584,-0.014843167
25/08/2010,104.95,106.34,104.29,105.94,272330720,0.003885151
26/08/2010,106.44,106.58,104.88,105.23,224492672,-0.006701907
27/08/2010,105.89,106.97,104.31,106.86,272704064,0.015489879
30/08/2010,106.58,106.91,105.3,105.31,167238560,-0.01450496
31/08/2010,104.92,105.98,104.49,105.31,273932992,0
01/09/2010,106.73,108.61,106.66,108.46,267834944,0.029911689
02/09/2010,108.72,109.49,108.49,109.47,156112144,0.009312189
03/09/2010,110.54,110.99,109.95,110.89,212197264,0.01297159
07/09/2010,110.37,110.51,109.55,109.64,141973696,-0.011272432
08/09/2010,109.86,110.85,109.81,110.41,150268928,0.007022984
09/09/2010,111.65,111.68,110.62,110.92,147017888,0.004619147
10/09/2010,111.12,111.61,110.87,111.48,127818960,0.005048684
13/09/2010,112.58,112.95,112.13,112.72,178503456,0.011123071
14/09/2010,112.5,113.29,112.08,112.65,209823584,-0.000621008
15/09/2010,112.32,113.21,111.98,113.08,168608336,0.003817133
16/09/2010,112.73,113.12,112.35,113.05,199962864,-0.000265299
17/09/2010,113.04,113.15,112.18,112.49,195836816,-0.00495356
20/09/2010,112.88,114.46,112.52,114.21,214786720,0.015290248
21/09/2010,114.3,114.84,113.51,113.98,268632448,-0.002013834
22/09/2010,113.8,114.44,113.1,113.42,191322352,-0.004913143
23/09/2010,112.49,113.67,112.18,112.5,202354240,-0.008111444
24/09/2010,113.75,114.9,113.65,114.82,209671712,0.020622222
27/09/2010,114.86,114.99,114.16,114.27,128799456,-0.004790106
28/09/2010,114.42,115.04,113.18,114.67,209207408,0.003500481
29/09/2010,114.38,114.91,114.02,114.47,179665728,-0.001744135
30/09/2010,115.05,115.79,113.59,114.13,287106624,-0.002970211
01/10/2010,114.99,115.12,113.93,114.61,174638624,0.00420573
04/10/2010,114.37,114.85,113.18,113.75,166153200,-0.007503708
05/10/2010,114.8,116.32,114.67,116.04,229634080,0.020131868
06/10/2010,116.02,116.33,115.56,116.03,111301744,-8.61772E-05
07/10/2010,116.5,116.53,115.19,115.89,164859968,-0.001206585
08/10/2010,116.05,116.86,115.61,116.54,177760080,0.005608767
11/10/2010,116.72,116.97,116.25,116.65,103098288,0.000943882
12/10/2010,116.27,117.35,115.65,117.01,182209984,0.003086155
13/10/2010,117.66,118.55,117.38,117.92,194347152,0.007777113
14/10/2010,117.81,118.01,116.72,117.46,217764256,-0.00390095
15/10/2010,118.28,118.35,116.76,117.7,243704944,0.002043249
18/10/2010,117.74,118.67,117.31,118.28,141502176,0.004927782
19/10/2010,117.19,117.85,116.02,116.73,280604672,-0.013104498
20/10/2010,116.94,118.44,116.87,117.87,200051744,0.009766127
21/10/2010,118.4,119.09,117.21,118.13,221546112,0.00220582
22/10/2010,118.31,118.53,118,118.35,108212320,0.001862355
25/10/2010,119.14,119.76,118.61,118.7,151145696,0.00295733
26/10/2010,118.1,118.84,117.87,118.72,158982880,0.000168492
27/10/2010,117.89,118.51,117.26,118.38,190023968,-0.002863881
28/10/2010,119.06,119.11,117.83,118.4,168575984,0.000168947
29/10/2010,118.28,118.72,118.07,118.49,144305472,0.000760135
01/11/2010,119.07,119.75,117.85,118.53,174074704,0.000337581
02/11/2010,119.42,119.75,119.1,119.48,158345856,0.008014849
03/11/2010,119.68,120.02,118.45,119.95,226702768,0.003933713
04/11/2010,121.28,122.32,119.97,122.26,215039312,0.019258024
05/11/2010,122.34,122.92,122.18,122.73,180654096,0.003844266
08/11/2010,122.34,122.69,121.94,122.49,155901616,-0.001955512
09/11/2010,122.82,122.95,121.12,121.61,186621568,-0.00718426
10/11/2010,121.58,122.16,120.66,122.1,221387392,0.004029274
11/11/2010,121.05,121.82,120.68,121.64,158017552,-0.003767404
12/11/2010,120.82,121.35,119.65,120.2,239068784,-0.011838211
15/11/2010,120.58,121.05,119.98,120.03,163940704,-0.001414309
16/11/2010,119.29,119.49,117.59,118.16,300331904,-0.015579438
17/11/2010,118.21,118.71,117.86,118.22,172308832,0.000507786
18/11/2010,119.36,120.39,119.35,119.96,197723680,0.014718322
19/11/2010,119.9,120.34,119.25,120.29,156852800,0.002750917
22/11/2010,119.69,120.24,118.77,120.19,181592160,-0.000831324
23/11/2010,118.77,119.02,117.99,118.45,222308912,-0.014477078
24/11/2010,119.2,120.23,119.18,120.2,140159040,0.014774166
26/11/2010,119.16,119.81,118.8,118.8,76007704,-0.011647255
29/11/2010,118.5,119.48,117.74,119.16,223642224,0.003030303
30/11/2010,117.98,119.17,117.81,118.49,233930640,-0.005622692
01/12/2010,120.2,121.24,120.19,121.01,221037152,0.021267618
02/12/2010,121.2,122.65,121.13,122.56,191213568,0.012808859
03/12/2010,122.14,123.03,122.11,122.89,151288816,0.002692559
06/12/2010,122.63,123.04,122.5,122.76,103050456,-0.001057857
07/12/2010,123.94,124.01,122.76,122.83,206580944,0.000570218
08/12/2010,122.98,123.38,122.41,123.28,138019184,0.0036636
09/12/2010,123.97,124.02,123.15,123.76,123705048,0.003893576
10/12/2010,124.14,124.6,123.73,124.48,117571624,0.005817712
13/12/2010,125.05,125.2,124.52,124.56,133812608,0.000642674
14/12/2010,124.75,125.23,124.29,124.67,147249536,0.000883109
15/12/2010,124.44,124.93,123.89,124.1,160823008,-0.00457207
16/12/2010,124.18,124.91,123.75,124.82,185035184,0.005801773
17/12/2010,124.08,124.46,123.82,124.3,141075280,-0.004165999
20/12/2010,124.64,124.9,123.98,124.6,119085456,0.002413516
21/12/2010,124.99,125.47,124.87,125.39,94965440,0.006340289
22/12/2010,125.48,125.82,125.41,125.78,78878088,0.003110296
23/12/2010,125.64,125.78,125.29,125.6,70079272,-0.00143107
27/12/2010,125.13,125.77,125.04,125.65,58125976,0.000398089
28/12/2010,125.9,125.95,125.5,125.83,55309008,0.001432551
29/12/2010,125.98,126.2,125.9,125.92,58033036,0.000715251
30/12/2010,125.8,126.13,125.53,125.72,76616848,-0.00158831
31/12/2010,125.53,125.87,125.33,125.75,91270272,0.000238626
03/01/2011,126.71,127.6,125.7,127.05,138725184,0.010337972
04/01/2011,127.33,127.37,126.19,126.98,137409680,-0.000550964
05/01/2011,126.58,127.73,126.46,127.64,133975248,0.005197669
06/01/2011,127.69,127.83,127.01,127.39,122518968,-0.001958634
07/01/2011,127.56,127.77,126.15,127.14,156034592,-0.001962477
10/01/2011,126.58,127.16,126.2,126.98,122401648,-0.001258455
11/01/2011,127.44,127.74,126.95,127.43,110286968,0.003543865
12/01/2011,128.21,128.72,127.46,128.58,107929136,0.009024563
13/01/2011,128.63,128.69,128.05,128.37,129229136,-0.001633224
14/01/2011,128.19,129.33,128.1,129.3,117677856,0.007244683
18/01/2011,129.18,129.64,129.03,129.52,114401248,0.001701469
19/01/2011,129.41,129.54,127.91,128.25,151958320,-0.009805435
20/01/2011,127.96,128.4,127.13,128.08,175745600,-0.001325536
21/01/2011,128.88,129.17,128.23,128.37,151462880,0.00226421
24/01/2011,128.29,129.25,128.26,129.1,113715456,0.005686687
25/01/2011,128.76,129.28,128.11,129.17,167552160,0.000542215
26/01/2011,129.49,130.05,129.23,129.67,141281440,0.003870868
27/01/2011,129.7,130.21,129.47,129.99,123302632,0.002467803
28/01/2011,130.14,130.35,127.51,127.72,295637216,-0.017462882
31/01/2011,128.07,128.78,127.75,128.68,149249104,0.007516442
01/02/2011,129.46,130.97,129.38,130.74,167194208,0.016008704
02/02/2011,130.4,130.84,130.33,130.49,118323600,-0.001912192
03/02/2011,130.26,130.98,129.57,130.78,145886608,0.002222393
04/02/2011,130.83,131.2,130.23,131.15,134634704,0.002829179
07/02/2011,131.44,132.4,131.43,131.97,112439032,0.006252383
08/02/2011,132.09,132.64,131.73,132.57,99072704,0.004546488
09/02/2011,132.21,132.63,131.61,132.27,146436608,-0.002262955
10/02/2011,131.6,132.47,131.3,132.32,162708480,0.000378015
11/02/2011,131.8,133.28,131.77,133.11,137716432,0.005970375
14/02/2011,133.03,133.54,132.88,133.43,101691104,0.002404027
15/02/2011,133.02,133.22,132.32,133.01,119575384,-0.003147718
16/02/2011,133.46,134.01,133.19,133.85,130183448,0.006315315
17/02/2011,133.46,134.43,133.34,134.25,109810416,0.00298842
18/02/2011,134.37,134.69,134.06,134.53,130002328,0.002085661
22/02/2011,133.12,134.56,131.47,131.83,233116368,-0.020069873
23/02/2011,131.75,132.07,130.21,131.02,227610096,-0.006144277
24/02/2011,130.88,131.44,129.7,130.93,260467040,-0.000686918
25/02/2011,131.48,132.41,131.4,132.33,141693840,0.010692737
28/02/2011,132.82,133.32,132.38,133.15,141600768,0.00619663
01/03/2011,133.57,133.69,130.89,130.93,258582272,-0.016672925
02/03/2011,130.75,131.82,130.35,131.21,200277840,0.002138547
03/03/2011,132.4,133.62,132.39,133.47,176485168,0.017224297
04/03/2011,133.37,133.63,131.6,132.47,277371488,-0.00749232
07/03/2011,132.86,133.16,130.74,131.43,216888928,-0.007850834
08/03/2011,131.64,133,131.07,132.58,174706400,0.008749905
09/03/2011,132.32,132.8,131.6,132.39,153903456,-0.001433097
10/03/2011,131,131.18,129.81,129.94,301665696,-0.018505929
11/03/2011,129.52,131.31,129.49,130.84,225758496,0.006926274
14/03/2011,129.99,130.48,129.06,130.05,235607776,-0.006037909
15/03/2011,126.59,129.33,126.5,128.56,359794816,-0.011457132
16/03/2011,128.15,128.57,125.28,126.18,469160640,-0.018512757
17/03/2011,128,128.39,127.1,127.85,254521632,0.013235061
18/03/2011,128.84,128.88,127.51,127.76,230654384,-0.00070395
21/03/2011,129.35,130.01,129.2,129.74,154065280,0.015497808
22/03/2011,129.72,129.89,129.17,129.29,129743408,-0.003468475
23/03/2011,128.93,130,128.32,129.66,148648720,0.002861784
24/03/2011,130.4,131.09,129.67,130.9,159238288,0.009563474
25/03/2011,131.24,131.87,130.89,131.3,155770000,0.003055768
28/03/2011,131.58,131.92,130.94,130.98,109839080,-0.002437167
29/03/2011,130.87,131.9,130.44,131.86,129844552,0.006718583
30/03/2011,132.55,133.16,132.36,132.77,135895856,0.006901259
31/03/2011,132.6,132.96,132.45,132.59,132756528,-0.001355728
01/04/2011,133.41,133.77,132.83,133.15,154038912,0.004223546
04/04/2011,133.43,133.67,132.88,133.26,100773344,0.000826136
05/04/2011,133,133.83,132.94,133.24,121083840,-0.000150083
06/04/2011,133.88,134,133.12,133.66,120453616,0.003152207
07/04/2011,133.42,133.98,132.66,133.32,170973200,-0.002543768
08/04/2011,133.91,133.99,132.31,132.86,148014800,-0.003450345
11/04/2011,133,133.45,132.14,132.46,121518488,-0.003010688
12/04/2011,131.72,131.98,130.99,131.47,161480688,-0.007473954
13/04/2011,132.08,132.18,130.96,131.46,162172960,-7.6063E-05
14/04/2011,130.7,131.76,130.27,131.56,161271232,0.000760688
15/04/2011,131.8,132.37,131.41,132.04,170146608,0.003648525
18/04/2011,130.59,132.03,129.51,130.56,210908208,-0.011208725
19/04/2011,130.76,131.35,130.44,131.31,124321888,0.005744485
20/04/2011,132.88,133.39,132.79,133.1,156473008,0.013631864
21/04/2011,133.79,133.84,133.1,133.78,136214512,0.005108941
25/04/2011,133.68,133.86,133.2,133.64,65760000,-0.001046494
26/04/2011,134.05,135.06,133.91,134.79,146658432,0.008605208
27/04/2011,135.05,135.87,134.5,135.67,143104800,0.006528674
28/04/2011,135.43,136.29,135.41,136.11,124865760,0.003243164
29/04/2011,136.16,136.57,135.98,136.43,115094352,0.00235104
02/05/2011,137.07,137.18,135.95,136.22,126310032,-0.001539251
03/05/2011,135.96,136.19,135.04,135.73,138445808,-0.003597122
04/05/2011,135.67,135.73,134.23,134.83,182821168,-0.006630811
05/05/2011,134.08,134.95,133.02,133.61,227065696,-0.009048431
06/05/2011,134.94,135.63,133.22,134.2,222951264,0.004415837
09/05/2011,134.19,135.11,133.98,134.72,114134432,0.003874814
10/05/2011,135.17,136.11,135,135.87,114886992,0.008536223
11/05/2011,135.67,135.69,133.82,134.44,193745616,-0.010524766
12/05/2011,134.08,135.36,133.39,135.08,171648128,0.004760488
13/05/2011,135.15,135.34,133.56,134.04,157499088,-0.007699141
16/05/2011,133.56,134.61,132.97,133.19,141770640,-0.006341391
17/05/2011,132.69,133.35,132.12,133.17,192852304,-0.000150161
18/05/2011,133.24,134.5,132.95,134.36,135228144,0.008935947
19/05/2011,134.8,135.03,133.94,134.68,119584848,0.002381661
20/05/2011,134.33,134.68,133.36,133.61,182638304,-0.007944758
23/05/2011,131.98,133.65,131.59,132.06,168799984,-0.011600928
24/05/2011,132.44,132.73,131.7,131.95,147200288,-0.000832955
25/05/2011,131.42,132.94,131.38,132.39,151102192,0.003334596
26/05/2011,132.03,133.24,131.78,133,164984592,0.004607599
27/05/2011,133.37,133.87,132.96,133.51,120921856,0.003834586
31/05/2011,134.77,134.92,133.84,134.9,164731168,0.010411205
01/06/2011,134.51,134.92,131.76,131.87,233094272,-0.022461082
02/06/2011,131.96,132.24,130.96,131.73,200466736,-0.001061652
03/06/2011,130.15,131.42,130.08,130.42,234690128,-0.009944584
06/06/2011,130.09,130.36,128.87,129.04,179951152,-0.010581199
07/06/2011,129.7,130.07,128.85,128.96,161805952,-0.000619963
08/06/2011,128.76,129.19,128.18,128.42,198696304,-0.004187345
09/06/2011,128.77,129.93,128.46,129.4,160964352,0.00763121
10/06/2011,128.85,128.93,127.26,127.6,238629312,-0.013910355
13/06/2011,127.89,128.24,127.05,127.7,207599744,0.000783699
14/06/2011,128.87,129.77,128.82,129.32,160570352,0.012685983
15/06/2011,128.24,129.3,126.68,127.02,300957952,-0.017785339
16/06/2011,127.06,127.97,126.32,127.3,308038432,0.002204377
17/06/2011,127.93,127.94,126.62,127.05,234996064,-0.001963865
20/06/2011,126.62,127.97,126.58,127.7,159478912,0.005116096
21/06/2011,128.36,129.7,127.75,129.45,193157232,0.013703994
22/06/2011,129.05,129.81,128.59,128.67,176886448,-0.006025492
23/06/2011,127.16,128.64,126.19,128.3,334286816,-0.002875573
24/06/2011,128.27,128.37,126.62,126.81,226129360,-0.011613406
27/06/2011,126.89,128.43,126.64,127.94,168908176,0.008910969
28/06/2011,128.45,129.63,128.27,129.61,165556256,0.013052994
29/06/2011,130.2,130.93,129.63,130.72,244295408,0.008564154
30/06/2011,131.14,132.18,130.71,131.97,223496512,0.009562424
01/07/2011,132.09,134.1,131.78,133.92,202385632,0.014776085
05/07/2011,133.78,134.08,133.39,133.81,165935968,-0.000821386
06/07/2011,133.49,134.14,133.11,133.97,143332672,0.001195725
07/07/2011,135.16,135.7,134.88,135.36,170464160,0.010375457
08/07/2011,133.83,135.36,133.39,134.4,194171488,-0.007092199
11/07/2011,132.75,133.18,131.66,131.97,195918544,-0.018080357
12/07/2011,131.69,132.78,131.36,131.4,214675648,-0.004319163
13/07/2011,132.09,133.22,131.52,131.84,204062544,0.003348554
14/07/2011,132.17,132.78,130.68,130.93,226111744,-0.006902306
15/07/2011,131.66,131.87,130.77,131.69,220124624,0.005804628
18/07/2011,131.08,131.28,129.63,130.61,196872080,-0.008201078
19/07/2011,131.34,132.89,131.31,132.73,166554896,0.016231529
20/07/2011,133.07,133.15,132.42,132.65,137145312,-0.000602727
21/07/2011,133.4,134.82,132.67,134.49,245270288,0.013871089
22/07/2011,134.52,134.72,133.76,134.58,126019328,0.000669195
25/07/2011,133.3,134.49,133.16,133.83,136653696,-0.005572893
26/07/2011,133.74,133.96,133.03,133.33,131278112,-0.003736083
27/07/2011,132.59,132.63,130.43,130.6,249020016,-0.020475512
28/07/2011,130.6,131.77,130.01,130.22,207939904,-0.002909648
29/07/2011,128.91,130.55,127.97,129.33,307042464,-0.006834588
01/08/2011,130.84,130.96,127.53,128.78,325790816,-0.004252687
02/08/2011,127.81,128.5,125.49,125.49,346653760,-0.025547445
03/08/2011,125.66,126.31,123.53,126.17,371029408,0.005418758
04/08/2011,124.42,124.62,120.06,120.26,520721792,-0.046841563
05/08/2011,121.76,122.07,116.86,120.08,655561600,-0.001496757
08/08/2011,116.91,120.12,112.02,112.26,702263872,-0.065123251
09/08/2011,114.07,117.64,110.27,117.48,717828608,0.046499198
10/08/2011,115.26,116.28,111.95,112.29,662607360,-0.044177732
11/08/2011,113.26,118.92,112.32,117.33,487979680,0.044883783
12/08/2011,118.4,119.22,117.28,118.12,261793248,0.006733146
15/08/2011,119.19,120.74,119,120.62,258810576,0.021164917
16/08/2011,119.47,120.69,118.31,119.59,294095200,-0.008539214
17/08/2011,120.25,121.2,118.72,119.67,223843952,0.000668952
18/08/2011,116.5,119.71,113.39,114.51,512956224,-0.043118576
19/08/2011,112.96,115.88,112.5,112.64,428281248,-0.016330451
22/08/2011,115.17,115.23,112.41,112.73,275090592,0.000799006
23/08/2011,113.15,116.57,112.58,116.44,331136608,0.032910494
24/08/2011,116.19,118.24,115.92,118.08,246869680,0.014084507
25/08/2011,118.73,119.4,115.87,116.28,312365344,-0.015243902
26/08/2011,115.69,118.51,113.85,117.97,314495840,0.014533884
29/08/2011,119.56,121.43,118.06,121.36,190977184,0.028736119
30/08/2011,120.83,122.43,119.26,121.68,241315664,0.002636783
31/08/2011,122.46,123.51,121.3,122.22,301828288,0.00443787
01/09/2011,122.29,123.4,120.78,120.94,254585840,-0.010472918
02/09/2011,118.42,120.87,117.43,117.85,255517200,-0.025549859
06/09/2011,114.39,117.16,114.38,116.99,285142752,-0.007297412
07/09/2011,118.76,120.34,118.36,120.29,209803120,0.028207539
08/09/2011,119.57,120.94,118.77,119.04,250568192,-0.010391554
09/09/2011,117.68,119.06,115.28,115.92,380195072,-0.026209677
12/09/2011,114.47,116.76,114.05,116.67,305793440,0.006469979
13/09/2011,117.05,118.18,116.22,117.74,272514656,0.009171167
14/09/2011,118.34,120.8,116.72,119.37,319389440,0.013844063
15/09/2011,120.65,121.47,119.4,121.43,326777120,0.017257267
16/09/2011,121.29,121.97,120.32,121.52,284528224,0.000741168
19/09/2011,119.53,120.93,118.72,120.31,241516928,-0.009957209
20/09/2011,120.82,121.99,120.01,120.17,218932128,-0.001163661
21/09/2011,120.23,120.6,116.44,116.63,316251200,-0.029458267
22/09/2011,113.25,114.21,111.3,112.86,513920096,-0.032324445
23/09/2011,112.11,114.16,112.02,113.54,307242496,0.006025164
26/09/2011,114.61,116.4,112.98,116.24,260673616,0.023780166
27/09/2011,118.53,119.56,116.84,117.54,311753824,0.011183758
28/09/2011,117.78,118.49,114.97,115.15,286696736,-0.020333503
29/09/2011,117.05,117.63,113.93,116.05,298108800,0.007815892
30/09/2011,114.45,115.45,113.07,113.15,288685504,-0.024989229
03/10/2011,112.49,113.95,109.81,109.93,365136768,-0.028457799
04/10/2011,108.35,112.58,107.43,112.34,459177472,0.021923042
05/10/2011,112.62,114.72,111.58,114.42,284108000,0.018515222
06/10/2011,114.36,116.66,113.51,116.49,257800736,0.018091243
07/10/2011,117.17,117.25,115.06,115.71,312657888,-0.006695854
10/10/2011,117.68,119.63,117.67,119.58,230666208,0.033445683
11/10/2011,118.87,120.04,118.75,119.7,209087952,0.001003512
12/10/2011,120.6,122.14,120.33,120.75,281544832,0.00877193
13/10/2011,120.04,120.87,119.12,120.51,212538800,-0.001987578
14/10/2011,121.91,122.6,121.23,122.57,211397568,0.017094017
17/10/2011,121.99,122.55,119.93,120.23,202311552,-0.019091132
