Open,High,Low,Close,Volume,TLT R
88.9,89.14,88.18,88.19,10492806,-0.011544497
89.03,89.53,88.74,89.46,11333803,0.014400726
89.31,89.93,89.31,89.52,8034044,0.000670691
89.56,89.97,89.37,89.92,7300325,0.004468275
89.87,90.32,89.34,89.63,8446771,-0.003225089
90.02,90.18,89.66,89.77,6740716,0.001561977
89.42,89.55,89.08,89.49,6082607,-0.003119082
89.91,90.94,89.71,90.83,11912278,0.01497374
91.1,91.55,90.74,91.16,14522987,0.003633161
91.63,92.04,91.44,91.74,12111667,0.00636244
91.74,92.28,91.64,92.28,6841966,0.0058862
92.3,92.52,92.08,92.4,9683135,0.00130039
91.52,92.4,91.47,92.37,8049413,-0.000324675
91.84,91.99,90.94,90.95,8529267,-0.015372957
90.53,90.78,89.98,90.06,10608010,-0.009785596
90.1,90.85,90,90.81,9319657,0.008327781
90.02,90.86,89.85,90.23,7525397,-0.006386962
90.11,90.34,89.65,89.68,8500342,-0.006095534
90.09,90.82,89.85,90.55,8906639,0.00970116
90.87,92.1,90.64,92.07,13389860,0.016786306
92.04,92.08,91.33,91.55,8421153,-0.005647877
91.48,91.92,91.32,91.51,6767868,-0.00043692
92.8,93.05,92.36,92.88,14895980,0.014971041
93.37,94.94,93.08,93.93,24313024,0.01130491
93.24,93.61,92.76,93.21,10531038,-0.007665283
92.75,93.48,92.69,93.46,7262989,0.002682116
93.13,93.18,92.57,92.91,10545515,-0.005884871
92.81,93.29,92.74,93.22,6905503,0.003336562
93.85,93.88,92.93,93.1,8358941,-0.001287277
92.76,92.88,92.39,92.4,9478934,-0.007518797
92.86,92.96,92.02,92.17,6447169,-0.002489177
92.12,92.67,92,92.3,3997481,0.001410437
91.98,92.5,91.57,91.59,6489272,-0.007692308
91.72,92.32,91.56,92.32,5048451,0.007970302
92.67,92.72,91.61,92.13,9655061,-0.002058059
91.5,92.27,91.42,92.19,7860305,0.000651254
92.2,92.58,92.13,92.29,4471203,0.001084716
92.16,92.38,91.67,91.92,9952765,-0.004009102
91.77,91.79,90.54,90.54,9093586,-0.015013055
90.53,90.76,90.13,90.36,9266180,-0.001988072
89.93,90.32,89.85,89.88,7606271,-0.005312085
89.83,90.22,89.65,89.96,5735731,0.000890076
90.61,91.24,90.56,90.93,7686439,0.01078257
90.54,91.5,90.44,91.5,7962543,0.006268558
91.54,91.77,91.22,91.43,7610371,-0.000765027
92.26,92.71,92.07,92.67,10223053,0.013562288
91.99,93.1,91.45,92.88,12038393,0.002266106
92.86,93.28,92.76,93.28,5295431,0.004306632
93.07,93.26,92.61,92.68,6759430,-0.006432247
92.89,93.23,92.56,92.6,3372139,-0.000863185
92.63,92.97,92.5,92.95,3626878,0.003779698
93.27,93.87,93.18,93.85,7507239,0.009682625
93.44,93.57,92.75,92.89,8869597,-0.010229089
93.22,93.6,92.97,93.6,8110154,0.007643449
93.47,93.92,93.35,93.89,5905380,0.003098291
93.32,93.68,93.17,93.64,5286363,-0.00266269
93.96,94.17,93.58,94.17,6486855,0.005659974
94.31,94.72,94.27,94.59,7419160,0.004460019
94.92,95.63,94.81,95.49,9588272,0.009514748
94.51,95.49,94.35,95.07,9460654,-0.004398366
94.9,95.2,94.84,94.97,3735127,-0.001051857
94.7,94.89,94.29,94.29,5458553,-0.007160156
94.32,95.09,94.18,94.83,6079014,0.005727012
94.95,95.11,93.91,94.23,8017425,-0.006327112
94.65,95.49,94.53,95.08,8382610,0.009020482
95.03,95.79,94.76,95.61,6053863,0.005574253
96.03,96.6,95.98,96.59,9828200,0.010249974
96.27,96.39,95.28,95.31,7707846,-0.013251889
94.46,95.32,94.46,95.27,8067370,-0.000419683
95.02,95.41,94.72,95.32,5602558,0.000524824
95.73,96.19,95.59,95.78,6346041,0.00482585
95.64,96.14,95.46,96.14,5549151,0.003758613
96.15,96.28,95.54,95.69,5665370,-0.004680674
95.97,96.55,95.89,96.51,8311586,0.008569338
96.13,96.51,95.88,96.47,5390680,-0.000414465
96.18,96.76,96.09,96.69,7004589,0.002280502
96.92,97.72,96.89,97.64,12747959,0.009825215
96.49,96.91,95.78,95.78,15738781,-0.01904957
96.58,96.6,95.57,96.33,10644188,0.005742326
95.47,95.99,95.21,95.6,8776818,-0.007578117
95.23,96.06,95.12,96.04,7407540,0.00460251
96.26,96.84,96.17,96.79,8928072,0.007809246
97.1,97.33,95.93,96.4,9962913,-0.004029342
96.91,97.39,96.8,97.14,7710729,0.007676349
96.74,97.29,96.64,96.65,5540140,-0.005044266
95.74,95.9,95.13,95.19,8672662,-0.015106053
95.38,96.94,95.37,96.92,12979052,0.018174178
97.1,97.53,96.8,97.36,10961212,0.004539827
96.86,97.15,96.64,96.9,9622850,-0.004724733
97.33,97.36,96.59,97.02,6613995,0.00123839
96.7,97.03,96.27,96.59,7898711,-0.004432076
96.96,97.06,96.41,96.65,5505637,0.000621182
97.24,97.74,97.15,97.39,8587584,0.007656492
97.36,97.69,96.98,96.98,7960827,-0.004209878
96.85,96.87,95.55,95.65,9331437,-0.013714168
95.48,95.68,94.72,94.88,12634249,-0.008050183
94.95,95.2,94.02,94.25,11084827,-0.006639966
94.23,94.31,93.14,94.1,11555558,-0.001591512
94.13,94.23,93.36,93.63,6637186,-0.004994687
94.04,94.17,93.69,93.84,4615755,0.002242871
94.19,94.45,93.84,94.32,5653198,0.00511509
93.83,94.14,93.55,94.04,6824639,-0.002968617
94.84,95.61,94.83,95.37,12129235,0.014142918
96.04,96.8,95.75,96.8,9760755,0.014994233
97.3,97.31,96.56,97.13,9090769,0.003409091
96.71,97.43,96.11,97.4,13119566,0.00277978
96.62,97.9,96.01,96.01,11472107,-0.014271047
95.29,96.2,95.24,96.17,7086625,0.001666493
96.06,96.17,95.2,95.24,8206444,-0.009670375
95.32,97.27,95.17,97.22,15249365,0.020789584
96.72,96.84,95.87,96.07,9673214,-0.011828842
95.24,95.86,94.9,95.33,11095802,-0.007702717
95.69,96.09,95.53,96.05,4974442,0.007552712
94.97,96.05,94.83,95,10869366,-0.010931806
95.3,95.87,95.24,95.65,7682708,0.006842105
95.34,95.84,95.1,95.66,11229120,0.000104548
96.11,96.31,95.71,96.02,7081715,0.003763328
96.89,98.53,96.78,97.92,19582350,0.019787544
97.39,98.94,97.35,98.58,14348408,0.006740196
99.22,101.57,98.89,101.54,20850512,0.030026375
101.57,103.42,101.36,101.74,21180048,0.001969667
102.38,105.55,102.27,105.36,34077768,0.035580892
103.44,105.5,102.28,102.32,41677900,-0.028853455
103.18,105.79,102.95,105.55,38266000,0.031567631
105.01,109.37,103,105.87,39882328,0.003031739
107.63,109.07,106.94,109.02,46221040,0.029753471
107.34,107.81,103.2,103.52,37790248,-0.050449459
104.44,105.66,104.07,105.57,15110240,0.019802937
104.94,105.48,104.47,104.5,10051650,-0.010135455
104.66,106.64,104.63,106.23,15993120,0.016555024
106.32,108.1,105.77,108.09,15881292,0.017509178
110.09,112.14,109.28,110.31,27274526,0.02053844
110.65,111.41,110.23,111.2,15708896,0.008068172
110.46,111.26,110.39,110.92,13160193,-0.002517986
109.76,111.17,109.35,109.39,16017895,-0.013793725
109.29,109.41,106.15,106.28,14621994,-0.028430387
106.69,107.9,106.36,107.43,10566794,0.010820474
108.69,109.27,107.33,108.49,11504781,0.00986689
106.7,107.4,106.6,106.99,6764296,-0.013826159
108.43,109.15,108.25,108.71,9508630,0.016076269
108.81,108.96,107.03,107.03,12186520,-0.01545396
107.47,108.98,106.08,108.97,10686617,0.018125759
111.39,112.58,110.66,112.51,16557316,0.032486005
114.42,114.93,113.39,113.68,14016833,0.010399076
112.28,112.37,111.31,111.51,11524280,-0.01908867
112.3,112.63,111.34,112.51,11481570,0.008967806
112.54,114.18,112.21,113.71,11492630,0.010665719
113.57,114.25,113.1,113.83,7602169,0.001055316
113.4,113.59,112.11,112.21,9282360,-0.014231749
111.97,113.35,111.82,113.16,11952411,0.008466269
111.98,112.49,111.43,111.43,8883989,-0.015288088
111.31,112.59,111.25,112.24,10053417,0.007269138
114.2,115.19,114.12,114.38,13033666,0.019066287
114.37,114.87,114.05,114.86,6360590,0.004196538
114.63,118.79,114.2,118.66,18687066,0.033083754
121.41,123.87,121.23,123.12,25043268,0.037586381
123.12,123.36,120.83,120.83,15173754,-0.01859974
120.12,120.57,118.58,118.89,15111436,-0.016055615
116.75,117.3,116.26,117.07,13589514,-0.015308268
116.9,117.11,115.76,117.03,12642847,-0.000341676
117.61,118.82,117.09,117.84,12341897,0.006921302
120.02,120.91,118.99,120.8,13547246,0.025118805
121.88,123.81,121.11,123.81,15882645,0.024917219
124.37,125.03,122.18,122.24,17301564,-0.01268072
121.66,121.78,120.66,121.36,14275349,-0.007198953
120.64,121.01,119.12,119.12,9682402,-0.018457482
117.75,119.05,116.85,118.24,11564527,-0.007387508
116.82,116.91,115.8,116.57,3567730,-0.014123816
117.29,117.36,115.9,116.18,7520113,-0.003345629
114.7,115.12,113.48,114.49,14033398,-0.014546394
115.03,116.55,114.96,115.63,11264000,0.009957202
113.88,114.61,113.61,113.95,8410961,-0.014529101
114.3,115.97,114.22,115.92,9668809,0.017288284
116.14,116.82,114.3,115.2,12495570,-0.00621118
114.54,115.74,114.16,115.16,6629256,-0.000347222
114.46,115.67,114.07,114.34,7832019,-0.007120528
113.86,114.2,113.13,113.13,9906282,-0.010582473
113.93,114.08,113.05,113.32,6344484,0.001679484
113.38,116.35,113.35,116.2,11791365,0.025414755
115.39,116.21,114.07,114.17,12746920,-0.01746988
112.52,112.85,109.82,112.51,19474500,-0.014539721
110.9,111.96,110.76,111.46,10127838,-0.009332504
113.61,115.88,113.46,115.88,15242448,0.039655482
118.71,119.49,117.17,119.45,24400680,0.030807732
116.63,118.36,116.42,117.96,13181685,-0.012473838
116.34,117.35,115.99,116.34,8386678,-0.013733469
115.72,117.05,115.53,116.48,7583667,0.001203369
116.64,118.35,116.32,117.22,9279668,0.006353022
116.75,117.54,115.5,115.72,7539784,-0.012796451
118.26,119.13,117.07,118.12,13004493,0.020739717
116.78,117.61,115.21,116.36,11644981,-0.014900102
115.83,116.17,115.5,115.65,2483889,-0.006101753
116.39,117.6,116.21,117.51,9252519,0.016083009
117.7,118.46,116.72,117.35,7587448,-0.001361586
117.96,118.43,117.18,118.42,7469974,0.009118023
118.04,120.16,118.04,119.37,9907881,0.008022294
119.18,119.55,118.32,119.34,6794440,-0.000251319
120.38,120.73,119.91,120.05,7345739,0.005949388
120.35,121.41,119.85,121.39,7866399,0.011162016
121.16,123.05,121.03,122.58,10129292,0.009803114
121.8,121.87,120.74,120.8,4311861,-0.014521129
118.63,121.15,118.58,120.74,7661838,-0.000496689
120.03,120.92,119.08,119.75,8952729,-0.008199437
118.34,118.56,117.26,117.88,11806772,-0.015615866
116.29,117.24,115.8,117,9647137,-0.007465219
116.62,118.68,116.56,118.64,7764842,0.014017094
117,118.83,116.88,118.4,7862774,-0.002022927
117.81,118.29,116.77,117.27,8506263,-0.009543919
117.33,118.24,116.85,117.69,6588269,0.003581479
117.72,119.33,117.41,119.16,8800733,0.012490441
119.07,119.13,116.63,116.71,9855172,-0.020560591
117.91,118.49,117.61,118.01,5734508,0.01113872
117.28,119.63,117.16,119.11,8905182,0.009321244
119.79,121.39,119.49,121.36,11247671,0.018890102
120.66,121.32,120.37,120.91,5438609,-0.003707976
121.38,122.62,121.29,122.32,9321865,0.011661566
122.32,124.02,122.26,123.87,7845311,0.012671681
122.66,122.67,120.61,120.78,13946803,-0.024945507
120.63,120.83,119.07,119.1,11600084,-0.013909588
120,120.42,119.35,119.6,5247376,0.004198153
118.56,118.71,117.74,118.27,5409903,-0.011120401
117.94,118.45,117.62,118.45,4270459,0.001521941
118.74,121.05,118.45,120.64,8302411,0.018488814
120.48,121.09,120.06,120.86,4304960,0.001823607
121.11,121.76,120.89,121.25,5948796,0.003226874
119.42,120.2,118.93,119.43,9076885,-0.015010309
119.26,119.28,117.68,118.01,8417068,-0.01188981
118.17,119.1,117.57,117.8,6465775,-0.00177951
117.75,118.96,117.71,118.73,7348438,0.007894737
118.47,119.54,118.3,118.52,5582580,-0.001768719
117.73,118.87,117.68,118.32,8932484,-0.001687479
119.04,120.06,118.98,119.86,8634406,0.013015551
119.95,120.19,119.24,119.69,7205319,-0.001418321
121.1,121.64,120.81,120.88,9818911,0.009942351
120.95,121.63,120.83,121.44,5449836,0.004632694
121.53,121.61,119.91,119.97,5803975,-0.012104743
119.33,119.56,117.92,118.32,8626694,-0.013753438
117.71,117.96,116.97,116.98,6548394,-0.01132522
116.13,116.64,115.55,116.24,7274802,-0.006325868
116.71,116.71,115.78,116.45,5776852,0.001806607
116.06,118.53,115.89,116.17,12867571,-0.002404465
116.65,117.71,116.59,117.71,7638469,0.013256435
117.83,118.33,117.01,118.08,5165361,0.003143318
119.84,120.39,119.34,119.47,8388363,0.01177168
119.26,120.91,119.19,120.85,7998257,0.011551017
119.75,119.9,118.81,119.18,7926220,-0.013818784
118.96,119.48,118.64,119.13,5596854,-0.000419533
116.46,116.8,115.97,116.57,12467695,-0.02148913
116.69,117.8,116.34,117.73,6182944,0.009951102
116.62,116.88,115.77,116.27,8803036,-0.012401257
116.2,116.79,115.98,116.36,7614647,0.00077406
115.86,116.04,114.62,115.49,11477841,-0.007476796
116.8,117.33,116.52,116.99,7193085,0.012988138
116.6,117.37,116.44,117.14,6422849,0.001282161
117.44,118.28,117.23,117.76,8271310,0.005292812
117.66,118.27,117.49,117.55,6846276,-0.001783288
117.27,117.6,116.13,116.61,9036469,-0.007996597
115.86,116.61,115.76,116.58,6338146,-0.000257268
115.77,115.92,114.95,115.29,8341017,-0.011065363
115.89,116.76,115.81,116.74,7736910,0.01257698
116.14,117.22,115.93,116.74,5164243,0
117.23,117.58,116.95,117.5,5676829,0.006510194
118.5,118.85,118.12,118.54,8181453,0.008851064
118.87,119.14,117.94,118.15,6615652,-0.003290029
118.37,118.42,116.96,117.43,14236458,-0.006093948
116.17,116.68,115.54,116.06,12265622,-0.011666525
116.6,117.48,116.55,117.15,6669512,0.009391694
116.96,117.44,116.22,116.22,6923588,-0.00793854
117.45,118.11,117.44,117.63,6299634,0.012132163
117.46,117.61,116.81,116.91,5567472,-0.006120888
116.32,116.57,115.64,115.74,7982219,-0.010007698
115.49,115.99,114.9,115.97,6975597,0.001987213
116.32,116.52,115.87,115.95,5280557,-0.000172458
115.27,115.41,113.89,113.91,14414919,-0.01759379
112.7,112.75,110.95,111.04,24515308,-0.02519533
110.9,111.74,110.88,111.21,14155006,0.00153098
110.5,111.44,110.2,111.43,13427701,0.001978239
111.36,111.48,109.69,110.1,14011855,-0.011935744
110.43,110.87,109.85,110.54,9444099,0.003996367
110.86,111.89,110.81,111.79,10242229,0.011308124
112.29,112.37,111.87,112.15,8009886,0.003220324
112.69,113.39,112.66,113.21,8465542,0.009451627
112.83,113.01,111.8,112.63,8118600,-0.005123222
112.78,113.7,112.7,113.44,6972602,0.00719169
112.92,113.94,112.85,113.28,7885996,-0.001410437
114.02,114.19,113.58,114.13,7692976,0.007503531
114.21,114.27,112.19,112.2,9467448,-0.016910541
113,113.3,112.2,112.53,8944053,0.002941176
113.01,113.44,110.57,110.58,14774279,-0.017328712
111.77,112.12,111.41,112.1,10095599,0.013745704
113,113.07,112.33,112.91,6364219,0.007225691
115.54,115.77,115.24,115.55,14379611,0.023381454
115.95,117.29,115.78,116.86,14421422,0.011337084
115.71,116.06,115.35,115.46,8712928,-0.011980147
115.67,115.75,114.82,114.98,9008577,-0.004157284
116.15,116.9,116.12,116.84,8607985,0.016176726
116.7,117.6,116.57,116.67,7734950,-0.001454981
116.53,116.83,116.25,116.6,5398578,-0.000599983
117.05,117.12,116.73,116.94,4074331,0.002915952
117.25,117.47,117.02,117.05,5374260,0.000940653
116.56,117.13,116.33,117.07,5044169,0.000170867
118.11,118.41,117.8,117.92,5170085,0.007260613
117.61,117.76,117.08,117.09,4336567,-0.00703867
116.41,117.32,115.69,116.49,8859429,-0.005124263
117.42,117.46,116.59,117.19,5134789,0.006009099
117.02,117.36,116.79,117.29,2814528,0.000853315
117.57,117.75,117.19,117.32,4198334,0.000255776
117.43,117.62,116.07,116.43,7215001,-0.007586089
117.22,117.32,116.8,117.25,3565869,0.007042858
116.64,117.37,116.56,117.22,3522807,-0.000255864
117.48,118.19,117.4,118.14,6367227,0.00784849
118.32,118.46,118.02,118.16,3228158,0.000169291
118.69,119.51,118.66,118.79,6051598,0.005331754
119.45,119.57,118.44,118.87,5828828,0.000673457
118.02,118.62,117.44,118.52,6303209,-0.002944393
119.49,119.6,118.96,119.5,5236222,0.008268647
120.87,121.3,120.6,121.17,8789541,0.013974895
121.09,121.73,120.82,121.66,6766374,0.004043905
120.98,122.18,120.72,122.01,6465152,0.00287687
122.03,124.28,122.02,124.17,14863875,0.017703467
123.27,124.44,123.11,124.2,10137901,0.000241604
123.9,124.45,123.62,123.94,9585766,-0.002093398
122.75,122.88,122.06,122.56,12476766,-0.01113442
123.55,124.52,123.36,123.41,11744890,0.006935379
123.23,123.79,122.75,122.94,10257193,-0.003808443
123.43,123.54,123.14,123.4,4723541,0.003741663
123.39,123.81,123,123.02,5874172,-0.003079417
125.32,126.32,125.3,126.14,17171368,0.02536173
127.03,129.08,126.67,127.6,31176344,0.011574441
128.87,130.38,128.53,130.36,23526832,0.021630094
129.31,130.18,128.94,129.33,11681948,-0.007901197
128.53,128.64,127.59,127.6,12483509,-0.013376633
127.56,127.6,125.05,125.05,20808310,-0.019984326
124.65,125.74,124.39,125.24,18901312,0.001519392
126.75,126.95,124.57,125.21,11239640,-0.00023954
124.79,126.21,124.77,125.78,10693793,0.004552352
124.97,125.63,124.5,124.63,10921679,-0.009142948
124.85,126.28,124.38,125.86,11100169,0.009869213
125.95,126.28,125.19,125.7,7688149,-0.001271254
126.58,126.85,126.14,126.4,6421386,0.005568815
127.15,127.34,126.26,127.08,6698323,0.005379747
126.28,126.37,125.33,125.42,8233200,-0.013062638
124.58,126.51,124.09,126.04,13721109,0.00494339
125.95,127.25,125.89,126.71,9777395,0.005315773
125.9,126.22,125.01,125.02,7830552,-0.013337542
126.36,127.02,126.27,126.84,6114752,0.014557671
126.11,126.95,125.94,126.34,5359664,-0.003941974
126.56,126.79,126.03,126.54,5860922,0.00158303
127.3,127.48,126.79,126.85,5257890,0.002449818
125.03,125.63,124.63,125.2,8882175,-0.013007489
125.45,127.21,125.37,126.22,7818429,0.008146965
125.95,126,125.21,125.25,5773778,-0.007684994
125.35,126.32,125.25,125.89,5977153,0.00510978
126.67,127.21,126.61,127.06,5819078,0.009293828
127.38,128.26,127.11,128.18,5646969,0.008814733
127.86,128.74,127.72,128.44,4288087,0.002028398
128.59,129.47,128.26,128.6,5960873,0.001245718
129.05,129.56,128.9,129.51,6421874,0.007076205
129.23,129.24,128.6,129.17,4175473,-0.00262528
130.3,130.61,129.61,129.77,5283451,0.004645041
129.26,129.82,128.64,128.75,5591917,-0.00786006
129.26,129.34,128.79,128.82,4012171,0.000543689
128.46,129.1,128.11,128.49,5246268,-0.002561714
129.6,130.3,129.42,130.06,6366359,0.01221885
131.31,131.44,130.51,130.79,6141343,0.005612794
130.35,132.04,130.28,131.82,6749386,0.00787522
131.63,132.22,131.48,132.16,5327969,0.002579275
131.53,131.78,130.9,130.95,6606220,-0.009155569
129.89,130.01,126.96,128.48,14685589,-0.018862161
128.39,129.48,128.25,129.44,6025442,0.00747198
129.81,129.88,128.58,129.7,7448593,0.002008653
128.53,129.74,128.15,128.78,7972052,-0.007093292
129.59,130.69,129.13,129.51,7971931,0.005668582
127.84,128.03,126.77,127.42,9084768,-0.01613775
127.67,128.14,127.37,127.47,3673529,0.000392403
125.96,126.13,125.43,125.83,6613817,-0.012865772
126.16,126.39,125.04,125.16,7251608,-0.005324644
124.77,125.3,123.75,125.07,7557271,-0.00071908
126.2,126.32,125.6,125.7,4672304,0.005037179
126.11,126.38,125.49,125.49,3547652,-0.001670644
123.96,124.41,123.75,123.79,7994037,-0.013546896
123.02,123.2,121.9,122.05,11191512,-0.014056063
122.21,122.5,120.52,121.01,13239987,-0.008521098
121.4,122.12,121.32,121.6,6341050,0.00487563
121.55,122.19,121.5,121.85,4427123,0.002055921
121.47,122.45,120.66,122.39,9532673,0.004431678
123.52,124.51,123.21,124.41,11384322,0.016504616
124.74,125.14,124.65,124.93,7139013,0.004179728
125.47,125.56,124.67,124.81,5001658,-0.000960538
125.34,125.8,125.27,125.54,3906691,0.00584889
125.75,126.36,125.59,125.84,3412537,0.002389677
125.61,125.63,124.95,125.29,3762842,-0.004370629
126.27,126.44,125.73,125.94,3886374,0.005187964
125.78,127.72,125.73,127.72,9192610,0.014133714
126.92,127.63,126.76,127.32,6009260,-0.003131851
126.82,127.19,126.55,126.72,3466654,-0.004712535
125.53,125.53,124.55,124.61,6505163,-0.016650884
126.14,126.18,123.92,124.03,7335293,-0.004654522
123.69,124.33,123.51,124.33,4912087,0.00241877
124.02,124.1,123.29,123.55,3523500,-0.006273627
122.22,122.41,121.68,122.01,7040901,-0.012464589
122.39,123.09,120.27,121.53,12280179,-0.003934104
119.76,119.85,118.05,118.3,16871544,-0.0265778
118.87,119.9,118.8,119.72,5573250,0.012003381
120.71,120.9,119.96,120.32,5366694,0.005011694
121.34,121.38,120.61,121.11,5903699,0.006565824
122.14,122.32,120.98,121.41,4604257,0.002477087
120.75,121.64,120.67,121.55,4144263,0.001153118
122.25,122.7,122.18,122.5,3627471,0.007815714
122.8,123.74,122.13,123.71,5894556,0.009877551
124.56,125.09,124.45,125.04,7193305,0.01075095
124.55,124.8,123.77,124.15,5147680,-0.007117722
124.75,125.24,123.81,124.22,7173350,0.000563834
123.97,124.47,123.38,124.42,4842566,0.001610047
123.91,124.52,123.81,124.25,3540098,-0.00136634
123.86,124.3,123.62,124.29,3800831,0.000321932
123.46,123.8,122.57,122.74,6214730,-0.012470834
121.57,121.68,120.92,121.15,8341111,-0.012954212
121.98,122.27,121.69,122.17,1568391,0.008419315
121.47,122.19,121.38,121.95,4753101,-0.001800769
121.46,122.96,121.26,122.81,5430204,0.007052071
121.96,123.66,121.89,123.66,5194434,0.00692126
124.07,124.78,123.78,123.97,4934839,0.002506874
123.78,124.14,123.43,123.69,3036046,-0.002258611
122.9,122.94,121.94,121.98,5398643,-0.013824885
121.17,121.26,120.57,120.85,6932539,-0.009263814
121.12,121.53,119.87,120.11,8558559,-0.006123293
120.34,121.81,120.28,121.74,7618211,0.013570893
121.43,121.84,120.94,120.96,6910526,-0.006407097
122.1,122.73,122.02,122.69,5760796,0.014302249
121.86,122.29,121.48,121.48,6824490,-0.009862254
120.56,121.54,120.33,120.86,5292472,-0.005103721
121.44,122.65,121.27,122.64,5889484,0.014727784
122.68,123.7,122.63,123.36,5025519,0.005870841
122.77,122.88,122.08,122.35,3659628,-0.008187419
121.28,122.31,121.24,122.26,3527781,-0.000735595
122.82,123.25,122.79,122.95,2935974,0.00564371
122.55,122.86,121.78,121.79,4484592,-0.00943473
123.95,124.53,123.76,124,10070915,0.018145989
123.79,125.86,123.43,125.84,8580376,0.01483871
125.63,125.98,125.18,125.98,5036872,0.001112524
125.84,126.38,125.79,126.19,2072128,0.001666931
126.8,126.82,125.99,126.61,2863861,0.003328314
125.72,126.79,125.6,126.73,4694693,0.000947792
126.1,127.02,126,126.48,5550929,-0.001972698
126.36,127.19,126.28,126.37,4592415,-0.000869703
125.46,125.81,125.3,125.66,3623180,-0.005618422
125.48,125.67,124.38,124.4,4659214,-0.010027057
124.19,124.42,124.02,124.33,2424159,-0.000562701
124.17,124.45,124.11,124.21,987173,-0.000965173
125.16,125.52,124.75,124.8,2799647,0.00475002
124.94,125.39,124.7,125.29,2544314,0.003926282
125.97,126.2,125.09,125.11,3570175,-0.001436667
124.86,125.44,124.66,125.13,2760924,0.000159859
125.48,125.54,124.71,124.79,3702398,-0.002717174
123.72,124.79,123.62,124.66,5427904,-0.00104175
125.02,125.41,124.84,125.38,2586243,0.00577571
125.4,125.81,125.17,125.32,1978111,-0.000478545
125.86,126.08,125.51,125.59,2301120,0.002154485
124.5,124.96,124.34,124.43,4020831,-0.009236404
124.96,125.08,124.54,124.98,2134231,0.004420156
124.26,124.31,123.83,124.03,3777883,-0.007601216
123.83,124.34,122.57,122.59,7119692,-0.011610094
122.29,123.18,122.13,122.68,6381446,0.000734154
123.19,123.71,123.08,123.6,3833049,0.007499185
123.5,123.52,121.71,121.75,6869984,-0.014967638
121.4,121.78,119.9,120.51,12024123,-0.010184805
120.97,121.65,120.72,120.91,4880495,0.003319227
121.29,121.64,120.62,120.93,4567812,0.000165412
122.31,122.43,121.95,122.25,6087603,0.010915406
122,122.08,121.87,122.03,1071090,-0.001799591
121.95,122.21,121.81,122.2,2247827,0.0013931
121.88,123.29,121.83,122.61,4262619,0.003355155
123.14,123.34,122.78,123.31,3928559,0.005709159
122.87,122.97,120.91,121.18,6422918,-0.017273538
119.76,119.9,119.41,119.56,7473685,-0.013368543
119.38,119.49,117.9,117.94,10005682,-0.013549682
117.66,118.44,117.36,118.4,9574607,0.003900288
118.37,118.73,118,118.45,4196169,0.000422297
119.04,119.29,118.82,119.23,4380803,0.006585057
119.25,119.54,118.87,119.12,3870220,-0.000922587
118.63,119.3,118.36,118.79,5603077,-0.002770316
118.52,119.86,118.35,119.85,4773149,0.00892331
120.04,120.28,119.37,119.52,3067158,-0.002753442
120.61,120.7,119.97,120.07,5358533,0.00460174
120.63,120.68,120.01,120.32,4286085,0.002082119
119.33,119.55,118.75,119.12,7019198,-0.009973404
119.57,120.21,119.46,120.04,4659908,0.007723304
119.55,120.3,119.38,120.27,3874061,0.001916028
120.34,120.58,119.95,120.09,2849315,-0.001496633
119.87,119.97,119.26,119.67,4178881,-0.003497377
118.42,118.6,117.77,118.03,8750604,-0.013704354
117.02,117.72,117,117.6,6060021,-0.003643142
117.62,118.08,116.87,116.95,5553869,-0.005527211
116.67,116.96,116.16,116.75,9587366,-0.001710133
117.03,117.34,116.55,117.32,6789172,0.004882227
117.73,117.85,115.51,115.54,10931086,-0.015172179
116.59,117.28,116.42,117.02,9292144,0.012809417
116.27,116.43,115.87,115.98,6676433,-0.00888737
116.52,116.97,116.05,116.93,5891951,0.008191067
116.77,117.59,116.62,116.67,5951708,-0.002223553
116.8,117.16,116.23,117.12,5603353,0.003857033
117.05,117.38,116.92,117.03,3679862,-0.000768443
116.69,117.02,116.46,116.74,4513646,-0.002477997
115.8,116.27,115.55,115.79,6586316,-0.008137742
116.29,117.04,115.99,116.84,7095959,0.009068141
116.66,116.74,116.07,116.5,5861727,-0.002909962
116.86,116.9,115.84,115.92,7383515,-0.004978541
115.69,116.37,115.57,116.27,9603842,0.003019324
116.9,117.31,116.74,116.95,8297365,0.005848456
116.98,117.34,116.88,117.03,5316978,0.000684053
116.35,119.35,116.29,119.33,15950542,0.01965308
118.73,119.67,118.59,118.64,9822075,-0.005782284
119.49,119.54,118,118.29,7459783,-0.002950101
118.43,118.66,117.98,118.51,6023419,0.001859836
118.84,119.21,118.54,118.9,7786708,0.003290862
118.79,118.97,118.26,118.27,4511507,-0.00529857
118.07,118.2,117.68,117.93,6539510,-0.002874778
117.11,117.5,116.85,116.86,6516384,-0.009073179
116.41,116.51,115.91,115.96,8529824,-0.007701523
114.87,115.36,114.62,114.75,15423563,-0.010434633
115.12,115.23,114.74,114.86,5816048,0.000958606
115.25,115.79,115.23,115.69,9264266,0.007226188
115.24,115.74,115.03,115.57,7371420,-0.001037255
115.09,115.64,114.98,115.22,9353089,-0.003028468
115.33,115.88,115.3,115.76,9673395,0.004686686
116.83,116.88,116.15,116.64,9152175,0.007601935
116.78,117.89,116.7,117.43,11987175,0.006772977
116.71,116.99,116.08,116.12,8544030,-0.011155582
